Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
1,1,ADAS-Cog scale at 18 months,Lecanemab,6,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,,,4.14,8.8,,854,5.58,8.8,,872,,,16.472467790500122,-0.16356516579866837,-0.258081715008226,-0.06904861658911071,,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>subjects and all personnel involved with the conduct and<br>interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment<br>and at least one postdose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>Less than 5% off participants with missing data ( n.61)&nbsp;</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number</p><p>subjects and all personnel involved with the conduct and<br>interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment<br>and at least one postdose primary efficacy (CDR-SB) measurement</p><p>Less than 5% off participants with missing data ( n.61)</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>"
1,1,ADAS-Cog scale at 18 months,Solanezumab,7,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,,,4.08,12.835498,,659,6.21,12.616905,,663,,,13.2785921857788,-0.16727429919111023,-0.27527455114545396,-0.059274047236766464,,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>There is evidence that the result was not biased by missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>There is evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
1,1,ADAS-Cog scale at 18 months,Solanezumab,7,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,,,35.09,13.28,,1057,36.11,14.27,,1072,,,19.394961852064338,-0.0739546137730699,-0.15894106745847214,0.011031839912332322,,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,Low risk,"<p>patients and site personnel were blinded to therapy. In<br>order to preserve blinding, a minimal number of Lilly and contract research organization (CRO)<br>personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Analyses were conducted on the basis of a modified<br>intention-to-treat principle and involved only<br>patients who had outcome measurements both at and after baseline</p>",Some concerns,"<p>it was stated that ""Analyses were conducted on the basis of a modified<br>intention-to-treat principle and involved only<br>patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Assignment to treatment groups was determined by a computer generated random sequence using an interactive web response system (IWRS).</p><p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO)</p><p>personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>it was stated that ""Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
1,2,ADAS-Cog scale at 24 months,Gantenerumab,1,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,-0.584878,0.31607,,,,16,,,,30,,,40.1701202595337,-0.584878,-1.2043638165935748,0.034607816593574925,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Some concerns,<p>About 69% receiving placebo and 71% receiving gantenerumab completed. There is not evidence that the result was not biased by missing outcome data</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>About 69% receiving placebo and 71% receiving gantenerumab completed. There is not evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>"
1,2,ADAS-Cog scale at 24 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2022,2022,0.035927,0.155344,,,,80,,,,86,,,59.82987974046632,0.035927,-0.2685416452143902,0.3403956452143902,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Some concerns,"<p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): CRE 21% Placebo 21%&nbsp;</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was duoble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): CRE 21% Placebo 21%. Missingness in the outcome could not depend on its true value.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
1,3,ADAS-Cog scale above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE I 2023,2023,,,8.57,10.499005,,499,9.82,12.552948,,485,,,50.25042922304043,-0.10807650501387597,-0.2331434451643425,0.016990435136590543,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was &nbsp;1:1, one active to one placebo. The randomization method was stratified by &nbsp;block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Low risk,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was based on an intent-to-treat (ITT)<br>population, which included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p>",Low risk,<p>only 1 patient lost at FU in the placebo group</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by&nbsp; block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis will be based on an intent-to-treat (ITT)<br>population, which will include all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>only 1 patient lost at FU in the placebo group</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
1,3,ADAS-Cog scale above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE II 2023,2023,,,6.66,9.372684,,498,7.94,10.701762,,477,,,49.74957077695956,-0.1273299020916326,-0.253024827171296,-0.0016349770119692408,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Low risk,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p>",Low risk,<p>no participants lost at follow &nbsp;up</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p>,Low risk,"<p>iresult analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was &nbsp;based on an intent-to-treat (ITT) population, which &nbsp;included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>no patient lost at FU&nbsp;</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
1,4,MMSE scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,EMERGE 2022,2022,,,-2.7,3.4,,299,-3.3,3.39,,288,,,9.284648843577465,0.17649873250699524,0.014360803515766324,0.33863666149822413,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization were &nbsp;stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,,,,,,,,,,
1,4,MMSE scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENGAGE 2022,2022,,,-3.6,3.51,,295,-3.5,3.65,,333,,,9.93808937673313,-0.02786111284088035,-0.18457804171348474,0.12885581603172402,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,,,,,,,,,,
1,4,MMSE scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENVISION,2022,,,-1.2,1.48,,5,-6,1,,3,,,0.03673742378128684,3.1165966491626023,0.5390114245275348,5.694181873797669,,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",,,,,,,,,,
1,4,MMSE scale at 18 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,,,-3.21,2.38,,12,-3.63,2.46,,15,,,0.4218716877121242,0.16793884927381217,-0.5926977031526056,0.92857540170023,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,,,,,,,,,,
1,4,MMSE scale at 18 months,Donanemab,3,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,-2.65,3.919184,,600,-3.22,3.908644,,679,,,20.1855746897889,0.14556071158732342,0.03559766079525875,0.2555237623793881,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",,,,,,,,,,
1,4,MMSE scale at 18 months,Solanezumab,4,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,,,-1.83,5.647619,,659,-2.76,5.664733,,663,,,20.928502684806936,0.16432765990782358,0.0563340002018026,0.27232131961384454,,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",,,,,,,,,,
1,4,MMSE scale at 18 months,Solanezumab,4,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,,,19.62,5.3,,1057,19.09,5.56,,1072,,,33.77657238695288,0.09752706631305172,0.012519120328568459,0.182535012297535,,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,,,,,,,,,,
1,4,MMSE scale at 18 months,Gantenerumab,5,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,-2.73,4.15,,167,-2.93,4.15,,175,,,5.428002906647275,0.048086385276204194,-0.16396803771329993,0.2601408082657083,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,,,,,,,,,,
1,5,MMSE scale at 24 months,Gantenerumab,1,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,0.184919,0.312088,,,,16,,,,29,,,18.85445896457569,0.184919,-0.4267622400071364,0.7966002400071364,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",,,,,,,,,,
